gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ABHD12B	27.1053350307033	-0.994018108716211	0.184911532554355	4.83085280659169e-08	1.27296895831265e-07
ABHD13	1124.73870541432	-0.480674517950821	0.0672947480043438	7.43194298114112e-13	2.85030180557336e-12
ABHD14A	687.358918511438	0.0500958645191923	0.110370199923489	0.657048814917892	0.732518760662355
ABHD14A-ACY1	0.886818566963061	-0.527087388733332	0.246821689568892	0.0263907325957484	0.0385501626354918
ABHD14B	3286.18402798585	-0.176939066739498	0.0924123498603293	0.0521171835990989	0.0731450465112821
ABHD15	1044.71801180153	0.112503488614188	0.0668727576827666	0.0948992369404852	0.127559914898068
ABHD16A	2857.9401716445	0.196826005598094	0.0632804778501793	0.00189819300116698	0.00320189620534943
ABHD16B	288.827361307583	0.168447354055232	0.107039249026228	0.113222168353784	0.150236723656733
ABHD2	15998.1692946344	-0.348207216251986	0.114328691446994	0.00160917080786393	0.00274019564208558
ABHD3	1337.08630780053	0.582216704608439	0.101530751996486	8.42237634626251e-09	2.36411512303418e-08
ABHD4	2464.44121598769	0.39498877271551	0.0964139170945618	4.05268143810474e-05	8.18704820484636e-05
ABHD5	1549.88349127058	-0.888013948904716	0.0684512499940387	1.18042443999145e-38	2.06354663149203e-37
ABHD6	430.100746849478	-1.24234503261648	0.0879558574683236	1.40777035480646e-45	3.42097298181471e-44
ABHD8	719.909715884968	-0.295960502099597	0.0816499729143615	0.000272558681147779	0.000504926543872797
ABI1	3573.6046742079	0.00723110568488328	0.0532509291169532	0.90207422681256	0.932160955577323
ABI2	2443.95449203729	-0.59092739432352	0.0648204807234305	5.85567345689184e-20	3.6317737108462e-19
ABI3	769.5042528206	-0.74699799889059	0.111039812511275	1.25038104760033e-11	4.36761818532142e-11
ABI3BP	1766.47369140808	-2.50073623701318	0.163301654102427	2.06613804692324e-53	7.26887349394166e-52
ABL1	4440.83469325886	0.0075218373649667	0.0726574714630697	0.965939656129225	0.974060062843543
ABL2	2096.94803061601	0.217004769003853	0.0831547536439689	0.00920296469577558	0.0142862295624998
ABLIM1	7870.8019537798	-0.887801409442815	0.132298495816852	9.81890747467684e-12	3.46465627384506e-11
ABLIM2	266.710245727257	0.199549095798755	0.160929419428454	0.208146258603182	0.262419985339093
ABLIM3	1021.7855580295	-1.39425453656104	0.161562987237052	2.84083502353293e-18	1.57481982831099e-17
ABO	730.905751252479	0.157239900972673	0.200028629804701	0.424637927294862	0.50083733778381
